,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10
40,Jensen Mathias,MD,19.0,19.0,5.48,5.48,5.38,28,28,38,1.13,1.13,1.04,5,5,5,1.0,1.0,0.87,2171,2171,2647,77.54,77.54,69.66,434.0,529.0,7.0,3.8,6.5,0.0,0.0,0.0,5.0,3.0,22.0,0.7452,1504.0,27.0,27.0,44.68,24.0,0.0,0.0,6.25,6.25,6.0,7.0,5.0,7.0,0.0,5.5,5.0,7.0,5.0,7.0,6.0,5.0,4.5,5.0,6.0,5.0,3.0,5.0,5.5,3.0,6.0,4.0,6.0,6.0,5.0,5.5,5.5,8.0,5.0,5.0,6.5,6.0,4.5,5.0,5.0,4.5,4.5,5.0,4,9
41,Buendía Emiliano,MO,18.0,19.0,5.45,5.45,5.48,29,29,41,0.91,0.91,0.9,5,5,7,0.69,0.69,0.59,1805,1805,2255,62.24,62.24,55.0,361.0,322.0,5.5,3.6,9.0,0.0,0.0,0.0,1.0,5.0,6.0,0.8203,1111.0,18.0,20.0,39.93,35.0,0.0,0.0,6.0,5.875,5.0,7.0,5.5,6.0,5.5,4.0,4.5,5.0,5.5,6.5,5.5,7.0,4.5,5.0,6.0,4.5,7.0,5.0,5.0,6.0,5.0,5.5,7.0,5.0,4.5,5.0,4.5,7.0,4.5,4.5,5.5,7.5,6.0,5.0,5.0,4.5,5.5,5.0,4,10
42,Mbeumo Bryan,A,17.0,25.0,5.32,5.32,5.33,28,28,38,1.07,1.07,1.1,5,5,6,1.0,1.0,1.0,2192,2192,3051,78.29,78.29,80.29,438.0,509.0,6.0,3.4,6.5,1.0,0.0,0.0,5.0,8.0,21.0,0.7256,1031.0,5.0,13.0,36.75,19.0,0.0,0.0,4.75,5.5,7.0,5.0,5.0,5.0,0.0,5.0,5.0,7.5,4.0,5.0,7.5,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.5,4.5,4.0,3.5,6.0,7.0,4.5,5.0,5.5,6.5,6.0,5.0,5.0,5.0,3.0,5.0,5.0,7.0,7.5,5.0,4,9
43,Wissa Yoane,A,15.0,25.0,5.27,5.27,5.39,28,28,38,0.82,0.82,0.85,5,5,9,0.43,0.43,0.47,1185,1185,1710,42.32,42.32,45.0,237.0,190.0,6.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,6.0,0.7597,450.0,6.0,9.0,47.41,16.0,0.0,0.0,4.75,4.875,5.5,5.0,4.5,4.5,0.0,4.5,5.0,6.0,5.0,5.0,7.0,5.5,5.0,5.5,7.5,4.5,5.5,5.0,5.0,5.0,5.0,5.0,6.5,6.5,6.0,4.0,5.0,4.5,4.5,6.0,6.5,6.5,5.0,5.5,5.0,5.0,6.5,7.0,4,9
44,Adams Ché,A,12.0,20.0,4.86,0.0,4.74,25,0,34,1.2,0.0,1.1,5,0,5,0.88,0.0,0.82,1879,0,2450,75.16,0.0,72.06,376.0,490.0,6.0,2.4,3.0,0.0,0.0,0.0,3.0,3.0,7.0,0.6815,732.0,4.0,13.0,39.5,36.0,0.0,0.0,3.0,5.5,0.0,6.5,4.0,6.0,0.0,0.0,5.0,3.0,4.0,6.5,3.0,5.0,4.0,7.0,4.5,4.0,4.5,6.0,5.0,3.0,5.5,4.0,5.0,4.5,5.0,4.5,7.5,4.5,0.0,4.5,4.0,0.0,4.0,5.0,0.0,3.0,4.5,4.5,3,7
45,Grealish Jack,MO,23.0,28.0,6.23,6.5,6.13,22,12,31,0.84,0.8,0.87,4,2,5,0.82,0.83,0.81,1619,903,2265,73.59,75.25,73.06,405.0,453.0,6.0,5.75,10.0,0.0,0.0,0.0,5.0,9.0,19.0,0.8855,1120.0,5.0,12.0,61.03,22.0,0.0,0.0,6.5,7.0,8.0,0.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,0.0,5.0,6.0,5.0,7.5,0.0,5.5,6.0,7.0,5.5,0.0,0.0,0.0,0.0,5.5,6.0,0.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,0.0,3,9
46,Gündogan Ilkay,MD,27.0,30.0,5.96,6.06,6.09,25,8,33,0.93,0.86,0.89,4,2,7,0.84,0.88,0.79,1848,601,2363,73.92,75.13,71.61,462.0,338.0,7.0,6.75,10.0,0.0,0.0,0.0,3.0,5.0,13.0,0.8613,1321.0,15.0,15.0,46.94,18.0,0.0,0.0,5.5,6.333333333333333,7.0,0.0,6.0,6.0,5.0,5.5,7.0,5.0,7.0,0.0,6.0,5.0,5.0,4.5,7.0,5.5,0.0,6.0,6.0,0.0,5.5,5.0,5.0,5.5,8.0,6.5,7.0,7.5,5.5,7.0,0.0,6.0,7.0,5.5,6.5,0.0,7.0,6.0,3,8
47,Højbjerg Pierre-Emile,MD,29.0,38.0,5.86,5.81,6.01,28,16,41,1.25,1.3,1.14,4,1,4,1.0,1.0,1.0,2503,1438,3673,89.39,89.88,89.59,626.0,918.0,5.5,7.25,9.0,0.0,0.0,1.0,3.0,3.0,5.0,0.8881,2291.0,42.0,23.0,54.03,29.0,0.0,0.0,6.17,5.25,5.5,5.0,5.5,5.0,7.0,7.0,4.0,7.0,7.0,6.0,8.0,4.0,7.0,3.5,5.5,6.0,0.0,4.5,5.5,6.5,4.5,8.0,4.0,6.5,5.5,7.0,6.0,7.5,5.5,7.5,6.0,6.0,6.0,6.0,5.0,7.5,5.5,6.0,4,10
48,Bernardo Silva,MO,26.0,31.0,5.58,5.5,5.61,26,3,35,0.93,0.87,0.96,4,1,5,0.77,0.33,0.77,1793,111,2423,68.96,37.0,69.23,448.0,485.0,5.5,6.5,8.0,0.0,0.0,2.0,5.0,5.0,14.0,0.8853,1516.0,14.0,22.0,44.32,22.0,0.0,0.0,5.25,5.5,5.0,0.0,5.0,6.5,0.0,5.5,5.0,5.0,5.5,4.5,5.0,5.0,0.0,5.0,6.0,5.0,7.0,6.0,4.5,6.0,7.0,6.0,5.0,4.0,7.5,7.0,7.0,5.0,5.0,5.5,5.5,0.0,5.0,0.0,6.5,5.5,5.0,7.0,3,8
49,Harrison Jack,MO,16.0,16.0,5.56,5.33,5.58,27,12,37,1.15,1.17,1.21,4,2,8,0.93,0.92,0.95,2018,924,2833,74.74,77.0,76.57,505.0,354.0,7.0,4.0,4.0,0.0,0.0,0.0,6.0,6.0,23.0,0.7016,1281.0,14.0,13.0,37.27,30.0,0.0,0.0,5.0,5.75,4.0,7.0,7.0,5.0,7.0,4.5,4.0,4.0,5.0,5.0,6.0,5.5,0.0,0.0,5.0,5.5,4.0,5.0,5.5,5.0,5.0,6.0,7.5,5.0,5.5,5.0,8.0,7.0,7.0,7.5,5.0,5.0,4.0,5.0,4.5,7.5,7.0,7.0,4,10
50,Tavernier Marcus,MO,13.0,13.0,5.55,7.0,5.55,19,1,19,1.29,0.0,1.29,4,1,4,0.84,0.0,0.84,1450,45,1450,76.32,45.0,76.32,363.0,363.0,7.0,3.25,4.0,0.0,0.0,1.0,4.0,3.0,19.0,0.7617,867.0,7.0,17.0,47.27,16.0,0.0,0.0,5.5,7.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,5.0,4.5,4.5,6.0,5.5,5.0,6.0,5.5,5.5,5.5,3.5,3.5,4.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
51,Eze Eberechi,MO,17.0,22.0,5.5,5.5,5.54,29,29,36,1.21,1.21,1.1,4,4,5,0.72,0.72,0.72,1832,1832,2296,63.17,63.17,63.78,458.0,459.0,6.5,4.25,4.5,0.0,0.0,1.0,3.0,5.0,17.0,0.789,1171.0,9.0,19.0,51.26,20.0,0.0,0.0,6.75,5.25,7.0,5.0,5.0,4.0,5.0,6.5,5.0,5.0,6.0,5.0,3.5,7.0,5.5,4.0,7.0,5.5,3.0,7.0,6.0,8.0,5.5,4.5,5.5,5.0,5.5,5.5,7.0,7.0,4.0,5.0,5.5,5.5,6.5,5.5,6.0,6.0,0.0,0.0,4,10
52,Sancho Jadon,MO,11.0,19.0,5.5,5.0,5.5,15,2,22,1.04,0.71,0.95,4,0,5,0.8,0.5,0.82,960,101,1545,64.0,50.5,70.23,240.0,309.0,5.5,2.75,6.0,0.0,0.0,0.0,1.0,1.0,5.0,0.8429,559.0,4.0,5.0,37.23,5.0,0.0,0.0,4.5,5.0,4.5,0.0,5.5,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,5.5,0.0,3.5,6.5,0.0,5.5,7.0,5.5,7.0,4.5,4.5,0.0,0.0,0.0,0.0,5.0,5.5,6.0,4.5,5.0,2,4
53,Ferguson Evan,A,6.0,11.0,5.5,0.0,5.5,11,0,11,1.1,0.0,1.1,4,0,4,0.55,0.0,0.55,539,0,539,49.0,0.0,49.0,135.0,135.0,6.0,1.5,4.5,0.0,0.0,0.0,2.0,0.0,4.0,0.7974,230.0,1.0,3.0,40.38,5.0,0.0,0.0,0.0,5.25,0.0,0.0,4.5,6.0,0.0,4.0,4.5,0.0,6.0,6.5,7.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6
54,Bowen Jarrod,A,26.0,44.0,5.44,5.44,5.53,27,27,35,1.1,1.1,1.22,4,4,8,1.0,1.0,0.97,2422,2422,3049,89.7,89.7,87.11,606.0,381.0,6.0,6.5,6.0,1.0,0.0,0.0,2.0,4.0,28.0,0.7249,1104.0,26.0,12.0,44.48,22.0,0.0,0.0,6.25,4.666666666666667,5.0,0.0,6.0,3.0,7.0,5.0,6.0,5.5,8.0,5.0,6.0,5.5,5.0,5.5,4.5,5.0,5.0,4.0,5.0,7.0,8.0,6.0,0.0,5.5,5.5,5.0,5.0,4.5,4.5,4.0,8.0,8.0,6.0,4.5,5.5,4.0,6.5,0.0,3,9
55,Summerville Crysencio,MO,12.0,14.0,5.41,5.25,5.41,22,8,23,0.78,0.89,0.76,4,0,4,0.45,0.63,0.43,1099,452,1106,49.95,56.5,48.09,275.0,277.0,6.0,3.0,0.5,0.0,0.0,0.0,2.0,2.0,7.0,0.778,597.0,8.0,16.0,48.19,18.0,0.0,0.0,5.0,5.5,4.0,6.5,5.5,6.0,4.5,4.5,6.0,5.0,0.0,0.0,5.5,5.0,0.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.5,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,4,8
56,Solomon Manor,MO,10.0,10.0,5.4,5.69,5.4,10,8,10,1.05,0.96,1.05,4,4,4,0.3,0.38,0.3,368,337,368,36.8,42.13,36.8,92.0,92.0,6.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8343,207.0,4.0,9.0,66.67,1.0,0.0,0.0,4.0,5.666666666666667,6.0,0.0,4.0,7.0,6.5,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
57,Benrahma Saïd,MO,18.0,20.0,5.34,5.5,5.41,25,18,33,0.99,1.06,1.09,4,4,7,0.64,0.72,0.67,1517,1163,2069,60.68,64.61,62.7,379.0,296.0,6.0,4.5,4.0,3.0,0.0,1.0,3.0,3.0,22.0,0.8187,894.0,9.0,9.0,38.07,12.0,0.0,0.0,4.0,5.833333333333333,5.5,0.0,7.5,4.5,7.0,4.0,5.0,5.0,5.5,5.5,4.0,4.0,6.0,6.0,6.0,6.0,7.0,4.5,6.0,0.0,0.0,4.5,0.0,5.0,5.5,5.0,4.5,6.0,4.0,0.0,0.0,8.0,5.0,3.5,5.0,4.5,6.0,6.0,3,9
58,De Cordova-Reid Bobby,MO,11.0,17.0,5.22,5.15,5.22,27,13,27,0.71,0.83,0.71,4,1,4,0.96,0.92,0.96,2135,944,2135,79.07,72.62,79.07,534.0,534.0,5.5,2.75,6.5,0.0,0.0,0.0,1.0,2.0,11.0,0.7105,1121.0,18.0,22.0,40.29,31.0,0.0,0.0,6.0,4.5,5.0,0.0,4.0,4.5,5.5,5.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,4.0,0.0,5.0,5.5,5.5,4.5,4.5,5.5,6.0,5.0,4.5,4.5,5.5,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
59,Gray Demarai,MO,15.0,17.0,5.09,5.2,5.08,27,5,40,0.78,0.45,0.8,4,1,4,0.85,0.8,0.8,2102,362,2898,77.85,72.4,72.45,526.0,725.0,5.0,3.75,6.0,2.0,0.0,1.0,1.0,5.0,30.0,0.8117,1140.0,10.0,17.0,39.59,16.0,0.0,0.0,4.75,5.25,5.0,5.0,6.0,5.0,5.0,0.0,4.5,0.0,4.0,5.5,5.0,6.5,5.0,4.5,5.0,7.0,5.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,7.0,4.0,5.0,4.0,4.5,6.0,7.0,4.0,6.0,4.5,5.0,5.0,4,8
60,Sterling Raheem,A,24.0,43.0,5.05,0.0,5.39,20,0,27,1.1,0.0,1.26,4,0,7,0.8,0.0,0.81,1352,0,1911,67.6,0.0,70.78,338.0,273.0,6.0,6.0,5.0,0.0,0.0,1.0,2.0,5.0,15.0,0.8043,739.0,1.0,7.0,38.18,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,4.5,4.5,0.0,5.0,0.0,0.0,4.5,6.0,7.0,0.0,4.5,3.0,5.0,5.0,5.0,0.0,5.5,4.5,0.0,4.5,6.0,7.5,3.0,5.0,5.0,6.0,0.0,8.0,6.5,6.0,7.0,4.0,7.0,0.0,1,4
61,Bailey Leon,A,11.0,20.0,5.02,5.13,4.97,28,19,34,0.99,1.13,0.92,4,3,4,0.79,0.79,0.74,1720,1145,2002,61.43,60.26,58.88,430.0,501.0,6.0,2.75,6.5,0.0,0.0,0.0,3.0,6.0,20.0,0.6711,806.0,4.0,5.0,29.62,28.0,0.0,0.0,0.0,5.125,4.5,6.5,4.5,5.0,4.5,4.5,4.5,4.5,5.0,7.0,5.0,5.0,4.0,4.0,7.0,4.5,8.0,4.5,5.0,0.0,4.5,4.0,4.5,6.0,5.0,4.5,5.0,4.5,5.0,0.0,0.0,0.0,5.0,5.0,0.0,4.5,4.5,4.0,4,10
62,Solanke Dominic,A,13.0,16.0,4.98,4.57,4.98,24,7,24,1.12,1.02,1.12,4,1,4,0.96,1.0,0.96,2061,627,2061,85.88,89.57,85.88,515.0,515.0,6.0,3.25,6.0,0.0,0.0,0.0,4.0,4.0,18.0,0.6835,803.0,2.0,5.0,36.33,28.0,0.0,0.0,6.0,4.5,6.5,4.0,4.0,3.5,4.0,5.0,5.0,0.0,0.0,0.0,4.0,4.0,4.5,7.0,6.0,4.5,4.5,4.0,7.0,6.0,5.0,5.0,5.0,7.5,4.5,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7
63,Nketiah Eddie,A,9.0,24.0,4.93,0.0,5.01,23,0,37,1.03,0.0,1.17,4,0,9,0.39,0.0,0.46,988,0,1732,42.96,0.0,46.81,247.0,192.0,6.5,2.25,2.5,0.0,0.0,0.0,1.0,2.0,4.0,0.8259,427.0,1.0,9.0,41.22,27.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.5,4.0,8.0,5.5,4.5,6.5,6.5,0.0,0.0,4.5,4.5,5.0,4.0,4.0,4.5,4.0,6.0,4.5,4.5,5.0,4.5,4.5,4.5,7.0,4.0,7.5,6.0,5.0,4.5,4.5,5.0,4.0,0,6
64,Daka Patson,A,10.0,14.0,4.91,4.67,4.77,22,3,32,0.91,1.15,0.85,4,1,5,0.55,1.0,0.53,935,204,1350,42.5,68.0,42.19,234.0,270.0,6.0,2.5,4.5,0.0,0.0,2.0,3.0,4.0,3.0,0.695,351.0,4.0,5.0,38.26,14.0,0.0,0.0,6.0,4.666666666666667,4.0,4.0,6.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,0.0,6.0,4.0,6.0,5.5,4.0,4.5,4.5,5.5,6.0,6.0,4.0,4.5,7.0,4.5,0.0,4.0,4.5,4.5,0.0,4.5,6.0,4.5,4.5,3.5,4.5,4.5,4.0,3,5
65,Gakpo Cody,MO,15.0,24.0,4.86,5.06,4.86,11,9,11,1.43,1.53,1.43,4,4,4,0.82,1.0,0.82,756,731,756,68.73,81.22,68.73,189.0,189.0,6.0,3.75,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7713,304.0,2.0,6.0,45.08,14.0,0.0,0.0,0.0,5.166666666666667,3.5,0.0,4.0,8.0,4.0,6.0,6.5,5.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
66,Awoniyi Taiwo,A,7.0,16.0,4.75,4.5,4.75,18,1,18,1.0,0.0,1.0,4,0,4,0.5,0.0,0.5,770,4,770,42.78,4.0,42.78,193.0,193.0,6.0,1.75,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,274.0,1.0,8.0,31.91,8.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,3.5,0.0,4.0,3.5,7.0,4.5,4.5,0.0,4.0,6.0,4.5,4.0,4.0,4.5,5.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
67,Moore Kieffer,A,7.0,12.0,4.5,0.0,4.5,21,0,21,1.11,0.0,1.11,4,0,4,0.57,0.0,0.57,1117,0,1117,53.19,0.0,53.19,279.0,279.0,6.5,1.75,2.5,0.0,0.0,0.0,0.0,1.0,4.0,0.5242,509.0,1.0,11.0,44.04,22.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.5,3.5,4.0,6.5,4.0,7.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,3.0,3.5,3.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
68,Nelson Reiss,A,7.0,7.0,6.13,0.0,6.13,4,0,4,1.65,0.0,1.65,3,0,3,0.0,0.0,0.0,103,0,103,25.75,0.0,25.75,34.0,34.0,7.0,2.33,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.682,90.0,0.0,1.0,40.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
69,Partey Thomas,MD,21.0,25.0,5.92,5.9,5.81,24,5,29,0.88,0.74,1.04,3,1,4,0.92,0.8,0.93,1924,336,2358,80.17,67.2,81.31,641.0,590.0,6.0,7.0,11.5,0.0,0.0,2.0,0.0,1.0,9.0,0.8567,1850.0,23.0,31.0,57.71,25.0,0.0,0.0,5.5,6.125,5.5,6.0,7.0,6.0,5.0,0.0,6.0,4.5,5.5,7.0,5.5,5.5,5.5,5.0,6.5,8.0,5.0,0.0,6.0,6.0,8.0,5.5,6.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4,9
70,Willian,A,13.0,23.0,5.84,0.0,5.84,19,0,19,1.09,0.0,1.09,3,0,3,0.89,0.0,0.89,1472,0,1472,77.47,0.0,77.47,491.0,491.0,7.0,4.33,6.5,0.0,0.0,0.0,2.0,3.0,10.0,0.8076,766.0,8.0,6.0,47.97,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,7.5,6.0,5.0,5.0,7.0,5.5,6.5,5.0,5.0,6.5,8.0,7.0,5.0,0.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
71,Willock Joe,MO,15.0,17.0,5.81,6.5,5.65,26,4,33,0.85,0.71,0.91,3,1,3,0.88,0.75,0.85,1904,291,2365,73.23,72.75,71.67,635.0,788.0,7.0,5.0,10.5,0.0,0.0,0.0,4.0,7.0,23.0,0.8383,1064.0,20.0,26.0,42.86,27.0,0.0,0.0,6.0,6.5,7.0,6.5,7.0,5.5,0.0,0.0,5.0,4.5,5.5,5.5,5.5,5.0,6.0,7.0,7.5,6.0,5.5,5.5,5.0,6.0,7.5,5.0,0.0,5.0,5.5,5.0,5.0,6.0,6.5,0.0,0.0,0.0,4.5,6.5,5.5,0.0,3.5,5.0,4,8
72,Bruno Guimarães,MD,16.0,24.0,5.81,5.5,5.59,21,4,33,1.07,1.15,1.9,3,0,7,1.0,1.0,0.97,1763,360,2598,83.95,90.0,78.73,588.0,371.0,6.5,5.33,9.5,0.0,0.0,2.0,3.0,2.0,10.0,0.8327,1346.0,24.0,25.0,56.75,28.0,0.0,0.0,6.0,5.5,6.5,6.5,4.5,4.5,0.0,0.0,0.0,0.0,4.5,5.5,5.5,4.5,7.0,5.0,6.5,7.0,5.0,6.0,6.0,8.0,7.0,4.5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,8.0,3.0,5.5,8.0,8.0,7.0,5.5,7.0,4,6
73,João Palhinha,MD,17.0,21.0,5.8,5.0,5.8,25,1,25,0.87,0.0,0.87,3,0,3,1.0,1.0,1.0,2226,88,2226,89.04,88.0,89.04,742.0,742.0,6.5,5.67,7.5,0.0,0.0,1.0,0.0,0.0,3.0,0.8044,1261.0,34.0,58.0,62.58,29.0,0.0,0.0,5.5,5.0,5.0,0.0,0.0,0.0,6.0,6.0,6.5,6.5,4.0,5.5,7.0,7.5,6.0,5.5,5.0,6.0,5.5,6.5,5.5,4.0,0.0,7.0,6.0,5.5,6.5,5.0,6.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
74,Tielemans Youri,MO,15.0,28.0,5.7,0.0,5.53,23,0,34,1.21,0.0,1.18,3,0,3,0.83,0.0,0.85,1711,0,2621,74.39,0.0,77.09,570.0,874.0,5.0,5.0,4.5,1.0,0.0,2.0,1.0,8.0,6.0,0.8186,1484.0,19.0,30.0,57.67,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,0.0,7.0,6.0,5.0,7.0,4.5,3.5,5.0,8.0,6.0,8.0,5.5,5.5,5.0,7.0,5.0,0.0,5.5,4.5,7.5,5.0,4.5,6.0,5.0,6.5,3.5,5.0,6.0,4.5,4.5,6.0,5.0,0,5
75,Gabriel Magalhães,DC,24.0,29.0,5.62,5.62,5.52,29,29,43,0.79,0.79,0.85,3,3,5,1.0,1.0,1.0,2606,2606,3835,89.86,89.86,89.19,869.0,767.0,6.0,8.0,12.5,0.0,0.0,0.0,0.0,0.0,2.0,0.8898,2186.0,24.0,23.0,62.78,16.0,0.0,0.0,4.75,5.875,6.0,5.5,7.0,5.0,6.0,5.0,5.5,5.0,5.0,5.5,5.5,5.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,5.5,5.0,6.0,6.0,3.5,6.0,6.0,6.0,5.0,6.0,7.0,4.5,5.5,7.0,6.0,5.5,4.0,4.5,5.5,4,10
76,Antony,A,11.0,20.0,5.6,5.0,5.6,15,3,15,0.85,1.32,0.85,3,0,3,0.93,1.0,0.93,1140,226,1140,76.0,75.33,76.0,380.0,380.0,5.5,3.67,6.5,0.0,0.0,1.0,0.0,0.0,10.0,0.7903,664.0,5.0,5.0,45.05,8.0,0.0,0.0,0.0,5.0,6.0,0.0,5.5,3.5,0.0,0.0,0.0,5.5,5.0,5.0,0.0,5.5,5.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,5.5,0.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6
77,Douglas Luiz,MD,16.0,17.0,5.57,5.61,5.45,28,27,40,1.11,1.11,1.07,3,3,4,0.86,0.89,0.85,2130,2122,3037,76.07,78.59,75.93,710.0,759.0,6.5,5.33,9.0,0.0,0.0,1.0,5.0,4.0,12.0,0.866,1677.0,33.0,28.0,52.47,37.0,0.0,0.0,5.5,6.25,6.5,7.5,5.5,5.5,5.0,5.5,5.5,5.0,6.5,6.0,4.0,8.0,5.0,5.5,5.5,3.5,8.0,4.0,4.5,5.5,6.5,5.5,5.5,5.0,6.5,4.5,6.0,0.0,4.5,4.0,5.0,5.0,5.0,5.0,6.5,4.0,4.5,5.5,4,10
78,Ramsey Jacob,MO,15.0,15.0,5.56,5.75,5.42,26,10,36,1.0,1.14,1.05,3,1,4,0.85,0.9,0.86,1853,749,2639,71.27,74.9,73.31,618.0,660.0,7.0,5.0,8.5,0.0,0.0,0.0,3.0,2.0,9.0,0.8263,1013.0,19.0,36.0,51.09,25.0,0.0,0.0,5.5,6.625,7.5,7.5,6.0,5.5,5.5,5.0,4.0,4.5,6.0,6.0,0.0,0.0,0.0,5.0,7.5,4.5,5.5,3.5,5.0,5.5,5.5,7.0,5.0,5.5,6.0,5.0,5.0,5.5,6.0,4.0,4.5,0.0,6.0,4.5,0.0,3.5,4.5,4.5,4,10
79,Andreas Pereira,MO,18.0,20.0,5.48,5.48,5.48,28,28,28,0.94,0.94,0.94,3,3,3,1.0,1.0,1.0,2338,2338,2338,83.5,83.5,83.5,779.0,779.0,5.5,6.0,7.0,1.0,0.0,0.0,6.0,7.0,27.0,0.7256,1195.0,4.0,6.0,30.0,33.0,0.0,0.0,5.0,5.0,5.5,0.0,4.0,5.5,4.0,5.0,7.0,5.0,5.5,5.0,5.5,5.0,7.0,5.0,6.0,5.5,7.0,7.0,5.5,5.5,3.5,6.0,6.0,4.5,6.0,5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
